"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @moodlepete: @andrewmid anyone mentioned this yet? https://t.co/ZivnVG3mlr #LTHEchat flexible spaces let users collaborate with their de…",FALSE,0,NA,2017-04-09 11:26:48,FALSE,NA,"851033651441741824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CatherineAReid",3,TRUE,FALSE,NA,NA
"2","RT @andrewmid: Reflecting on Hybrid Learning Spaces Tweetchat #LTHEchat https://t.co/A98LRWztw6",FALSE,0,NA,2017-04-09 11:25:46,FALSE,NA,"851033390597931009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CatherineAReid",1,TRUE,FALSE,NA,NA
"3","RT @sallyburruk: This sounds like a fascinating piece of work! #highered #highereducation #lthechat https://t.co/Q6ae4NzKUi",FALSE,0,NA,2017-04-08 20:37:22,FALSE,NA,"850809818252279808",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","JamesRoy",1,TRUE,FALSE,NA,NA
"4","This sounds like a fascinating piece of work! #highered #highereducation #lthechat https://t.co/Q6ae4NzKUi",FALSE,5,NA,2017-04-08 20:01:31,FALSE,NA,"850800793846517763",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sallyburruk",1,FALSE,FALSE,NA,NA
"5","RT @alacre: Univ of Kent has bookable learning spaces in the woods! #lthechat",FALSE,0,NA,2017-04-08 16:53:58,FALSE,NA,"850753597616910336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrPatCullum",3,TRUE,FALSE,NA,NA
"6","Reflecting on Hybrid Learning Spaces Tweetchat #LTHEchat https://t.co/A98LRWztw6",FALSE,0,NA,2017-04-08 16:30:35,FALSE,NA,"850747711129309184",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","andrewmid",1,FALSE,FALSE,NA,NA
"7","RT @moodlepete: @andrewmid anyone mentioned this yet? https://t.co/ZivnVG3mlr #LTHEchat flexible spaces let users collaborate with their de…",FALSE,0,NA,2017-04-08 15:56:45,FALSE,NA,"850739199632343041",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andrewmid",3,TRUE,FALSE,NA,NA
"8","RT @alacre: Univ of Kent has bookable learning spaces in the woods! #lthechat",FALSE,0,NA,2017-04-08 15:45:02,FALSE,NA,"850736249908453377",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andrewmid",3,TRUE,FALSE,NA,NA
"9","RT @digisim: For tonight's #LTHEchat I was tweeting from: my house, my car (parked), the scout hut &amp; a friends house #learningspaces",FALSE,0,NA,2017-04-08 15:39:58,FALSE,NA,"850734976517763072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andrewmid",3,TRUE,FALSE,NA,NA
"10","RT @eraser: navegANDO WORDS @WarwickLanguage @alacre #LTHEchat 70 Linguistic diversity in the classroom &amp; online https://t.co/Ohu4cgjXvK #e…",FALSE,0,NA,2017-04-08 14:21:14,FALSE,NA,"850715159056326656",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","JamesRoy",1,TRUE,FALSE,NA,NA
"11","navegANDO WORDS @WarwickLanguage @alacre #LTHEchat 70 Linguistic diversity in the classroom &amp; online https://t.co/Ohu4cgjXvK #elearning",FALSE,0,NA,2017-04-08 14:20:05,FALSE,NA,"850714870177832960",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","eraser",1,FALSE,FALSE,NA,NA
"12","Neil @neilwithnell thank you for your contribution to the #LTHEchat organising team &gt; Please claim your badge https://t.co/WkkdtYOwgM",FALSE,4,NA,2017-04-08 10:52:08,FALSE,NA,"850662537205092352",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LTHEchat",0,FALSE,FALSE,NA,NA
"13","RT @LTHEchat: Haleh @HalehMoravej thank you for your contribution to the #LTHEchat organising team &gt; Please claim your badge https://t.co/W…",FALSE,0,NA,2017-04-08 10:50:43,FALSE,NA,"850662182878662656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HalehMoravej",1,TRUE,FALSE,NA,NA
"14","Haleh @HalehMoravej thank you for your contribution to the #LTHEchat organising team &gt; Please claim your badge https://t.co/WkkdtYOwgM",FALSE,1,NA,2017-04-08 10:50:22,FALSE,NA,"850662093489655808",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LTHEchat",1,FALSE,FALSE,NA,NA
"15","@andrewmid @S_J_Lancaster Hmm, a lecturer on Weds in a workshop said do we even have flexible learning spaces, are… https://t.co/hFDlVkzdST",FALSE,0,"andrewmid",2017-04-08 10:40:10,TRUE,"850654063498862592","850659526927896577","800614","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","santanuvasant",0,FALSE,FALSE,NA,NA
"16","@S_J_Lancaster Sorts of space and sorts of learning - yes, I think the discussion revealed how inadequate the term… https://t.co/xzoiwEg6Po",FALSE,1,"S_J_Lancaster",2017-04-08 10:18:27,TRUE,"849705180635566080","850654063498862592","240186025","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andrewmid",0,FALSE,FALSE,NA,NA
"17","@chrissinerantzi @YouTube Thanx all. #lthechat  Perhaps, this raises questions about the need to define learning, l… https://t.co/oTaTIWTveP",FALSE,0,"chrissinerantzi",2017-04-08 09:57:36,TRUE,"849701893425299456","850648814516097024","34362372","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andrewmid",0,FALSE,FALSE,NA,NA
"18","I'm revisiting #LTHEchat from Wed on the topic of hybrid learning spaces as I edit a #Storify. Valuable to give more time to contributions.",FALSE,0,NA,2017-04-08 09:27:46,FALSE,NA,"850641307915747330",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andrewmid",0,FALSE,FALSE,NA,NA
"19","@mberry @LTHEchat Interesting. I like the idea of unintended and serendipitous learning (space) too. Unexpected con… https://t.co/ZxTWjTjIKf",FALSE,0,"mberry",2017-04-08 09:25:25,TRUE,"849701433553432576","850640714274832385","8496052","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andrewmid",0,FALSE,FALSE,NA,NA
"20","RT @sallyburruk: “Twitter: what was, what is &amp; what might be” by @dawn_alderson https://t.co/L0rIARS2IR #LTHEchat gets a mention in this ve…",FALSE,0,NA,2017-04-08 09:14:25,FALSE,NA,"850637946487279617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dawn_alderson",2,TRUE,FALSE,NA,NA
"21","RT @sallyburruk: “Twitter: what was, what is &amp; what might be” by @dawn_alderson https://t.co/L0rIARS2IR #LTHEchat gets a mention in this ve…",FALSE,0,NA,2017-04-08 07:04:27,FALSE,NA,"850605240554598400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neilwithnell",2,TRUE,FALSE,NA,NA
"22","“Twitter: what was, what is &amp; what might be” by @dawn_alderson https://t.co/L0rIARS2IR #LTHEchat gets a mention in this very clever paper <ed><U+00A0><U+00BD><ed><U+00B9><U+008B>",FALSE,4,NA,2017-04-08 06:12:13,FALSE,NA,"850592095689728000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sallyburruk",2,FALSE,FALSE,NA,NA
"23","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-07 23:16:26,FALSE,NA,"850487458580099072",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","stecasa",11,TRUE,FALSE,NA,NA
"24","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-07 22:42:04,FALSE,NA,"850478813289099264",NA,"<a href=""http://www.facebook.com/kiwidigitalpresence/?ref=aymt_homepage_panel"" rel=""nofollow"">KiwiDigitalPresence</a>","KiwiDigitalPres",11,TRUE,FALSE,NA,NA
"25","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-07 22:41:47,FALSE,NA,"850478742124118016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","asciliteconf",11,TRUE,FALSE,NA,NA
"26","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-07 22:18:34,FALSE,NA,"850472895771885568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","feliqzm",11,TRUE,FALSE,NA,NA
"27","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-07 21:40:51,FALSE,NA,"850463404447989760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","riotta",11,TRUE,FALSE,NA,NA
"28","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-07 21:38:41,FALSE,NA,"850462862854193152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EricStoller",11,TRUE,FALSE,NA,NA
"29","@andrewmid #lthechat it was v.ironic I was catching up CPD at the pool-side #oer17",FALSE,0,"andrewmid",2017-04-07 19:42:17,FALSE,"850251066725646336","850433567498919936","800614","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"30","#LTHEchat 81: Towards Hybrid Learning Spaces https://t.co/7tkrV1svBG #oer17",FALSE,0,NA,2017-04-07 11:14:02,FALSE,NA,"850305661011406849",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","Anuradha_MJRT",0,FALSE,FALSE,NA,NA
"31","Coaching tweet chat https://t.co/3PGwfWLrvo.  #coachingHE #SDFcoaching #LTHEchat",FALSE,0,NA,2017-04-07 10:18:35,FALSE,NA,"850291706792734720",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NTF_Tweet",0,FALSE,FALSE,NA,NA
"32","Coaching tweet chat https://t.co/vavVEHFsWU.  #coachingHE #SDFcoaching #LTHEchat",FALSE,0,NA,2017-04-07 10:18:35,FALSE,NA,"850291706717233152",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LearnHighlights",0,FALSE,FALSE,NA,NA
"33","Coaching tweet chat https://t.co/k3WckAE1qJ.  #coachingHE #SDFcoaching #LTHEchat",FALSE,0,NA,2017-04-07 10:18:35,FALSE,NA,"850291706599702530",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","S_J_Lancaster",0,FALSE,FALSE,NA,NA
"34","I got my first #ff today from no other than @suebecks! The Queen of HE social  media <ed><U+00A0><U+00BD><ed><U+00B1><U+0091> I am chuffed to bits <ed><U+00A0><U+00BD><ed><U+00B8><U+0086> Thank you Sue! #LTHEchat",FALSE,10,NA,2017-04-07 10:12:20,FALSE,NA,"850290135417708544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sallyburruk",1,FALSE,FALSE,NA,NA
"35","@johncoup @suebecks @HalehMoravej @willhaywood @neilwithnell Thank you! It has been SUCH a pleasure! I loved every minute <ed><U+00A0><U+00BD><ed><U+00B8><U+0084> #LTHEchat rules!",FALSE,4,"johncoup",2017-04-07 10:09:50,FALSE,"850274386242183168","850289507287093249","107356021","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sallyburruk",0,FALSE,FALSE,NA,NA
"36","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-07 10:09:01,FALSE,NA,"850289298838622208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nattatouillez",11,TRUE,FALSE,NA,NA
"37","RT @suebecks: Today's special #FF goes to amazing friends: @HalehMoravej @sallyburruk @willhaywood @neilwithnell the #LTHEchat organising t…",FALSE,0,NA,2017-04-07 10:08:53,FALSE,NA,"850289268174053376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sallyburruk",3,TRUE,FALSE,NA,NA
"38","#LTHEchat organising team member : recognotion of service #oer17 https://t.co/5BekCU95Du",FALSE,3,NA,2017-04-07 10:08:07,FALSE,NA,"850289071889022976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WarwickLanguage",0,FALSE,FALSE,NA,NA
"39","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-07 10:06:51,FALSE,NA,"850288753134403584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eleanorquince",11,TRUE,FALSE,NA,NA
"40","RT @egillaspy: Heads up to #LTHEchat #HEAchat -ters You might like this if you coach as part of your role #coachingHE #SDFcoaching https://…",FALSE,0,NA,2017-04-07 10:06:11,FALSE,NA,"850288587056844800",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LTHEchat",5,TRUE,FALSE,NA,NA
"41","RT @egillaspy: Heads up to #LTHEchat #HEAchat -ters You might like this if you coach as part of your role #coachingHE #SDFcoaching https://…",FALSE,0,NA,2017-04-07 10:06:11,FALSE,NA,"850288586981343232",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","chrissinerantzi",5,TRUE,FALSE,NA,NA
"42","@anortcliffe #LTHEchat thnx Anne for proving effective learning space is spatially &amp; temporally unbounded, social and open #oer17",FALSE,0,"anortcliffe",2017-04-07 07:37:05,FALSE,"850182592729042945","850251066725646336","592655531","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andrewmid",0,FALSE,FALSE,NA,NA
"43","@anortcliffe #LTHEchat and 'right infrastructure' is often what we learn to provide for ourselves that will hold us… https://t.co/51c2dCK4A0",FALSE,0,"anortcliffe",2017-04-07 07:34:30,TRUE,"850181821551616000","850250415920750592","592655531","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andrewmid",0,FALSE,FALSE,NA,NA
"44","@anortcliffe #LTHEchat I agree. I think 'non-formal' captures all of those 'other' spaces beyond the formal. That i… https://t.co/XBFF4iX8Pk",FALSE,0,"anortcliffe",2017-04-07 07:31:19,TRUE,"850180706558857216","850249613286100993","592655531","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andrewmid",0,FALSE,FALSE,NA,NA
"45","RT @suebecks: Today's special #FF goes to amazing friends: @HalehMoravej @sallyburruk @willhaywood @neilwithnell the #LTHEchat organising t…",FALSE,0,NA,2017-04-07 07:31:06,FALSE,NA,"850249561201287168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","willhaywood",3,TRUE,FALSE,NA,NA
"46","RT @FRosellAguilar: Of interest for the #Mfltwitterati and #LTHEchat https://t.co/YJg96sUY2J",FALSE,0,NA,2017-04-07 07:29:37,FALSE,NA,"850249186738020352",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","joedale",1,TRUE,FALSE,NA,NA
"47","RT @suebecks: Today's special #FF goes to amazing friends: @HalehMoravej @sallyburruk @willhaywood @neilwithnell the #LTHEchat organising t…",FALSE,0,NA,2017-04-07 07:20:11,FALSE,NA,"850246812770344961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HalehMoravej",3,TRUE,FALSE,NA,NA
"48","Today's special #FF goes to amazing friends: @HalehMoravej @sallyburruk @willhaywood @neilwithnell the #LTHEchat organising team Jan-Apr",FALSE,8,NA,2017-04-07 07:09:18,FALSE,NA,"850244071322812416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","suebecks",3,FALSE,FALSE,NA,NA
"49","@LTHEchat Learning is a social act and social media can help to get more different opinions and knowledge.....so definitely yes #LTHEChat",FALSE,0,"LTHEchat",2017-04-07 06:33:56,FALSE,"849708267018346496","850235171659849728","2659221798","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","martin_nosekCU",0,FALSE,FALSE,NA,NA
"50","RT @LTHEchat: Q5 Is social media a learning space? If so, what are its qualities? #LTHEchat https://t.co/8wiizo7ZZJ",FALSE,0,NA,2017-04-07 06:28:12,FALSE,NA,"850233729821794307",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","martin_nosekCU",5,TRUE,FALSE,NA,NA
"51","Storify from @LTHEchat - plenty for @UniSouthWales @USWCELT #uswsep to ponder. Thanks #LTHEChat https://t.co/jQiE5sxd4y",FALSE,2,NA,2017-04-07 06:26:24,FALSE,NA,"850233275859705858",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClareKell1",1,FALSE,FALSE,NA,NA
"52","A6. Plenty of spaces with good WiFi &amp; plugs for group work, individual study, with right flexible resources anywhere #LTHEchat @andrewmid",FALSE,0,NA,2017-04-07 03:05:00,FALSE,NA,"850182592729042945",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"53","A5. You just need good WiFi/4G and power if out of charge, then anywhere is survive #LTHEchat",FALSE,0,NA,2017-04-07 03:02:53,FALSE,NA,"850182061205798912",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"54","A4 about resources and facilitation, to enable learning, with right infrastructure anywhere is learning space #LTHEchat @andrewmid",FALSE,1,NA,2017-04-07 03:01:56,FALSE,NA,"850181821551616000",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"55","A3 In Penang best WiFi &amp; plugs been in pool lounge, also cool temp', so can do DL work #LTHEchat",FALSE,0,NA,2017-04-07 03:00:47,FALSE,NA,"850181530223689728",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"56","A3. As an academic it is space I can work with facilitate their learning, with right resources, WiFi/4G &amp; plug sockets #LTHEchat @andrewmid",FALSE,1,NA,2017-04-07 02:59:28,FALSE,NA,"850181199360176128",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"57","A2 learning space is in the eyes of the learner, learning happens in formal, semi-formal &amp; formal spaces #LTHEchat @andrewmid",FALSE,2,NA,2017-04-07 02:57:30,FALSE,NA,"850180706558857216",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"58","A1. As student outside, in the sun and with a breeze, always revised for exams this way, I need Vitamin D #LTHEchat @andrewmid 24hrs late",FALSE,1,NA,2017-04-07 02:56:12,FALSE,NA,"850180377775808512",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"59","#lthechat 6/4/17 one of my areas of interests, 3am timezone was not as inviting as sleep after long semester @chrissinerantzi  @andrewmid",FALSE,0,NA,2017-04-07 02:51:43,FALSE,NA,"850179249784766464",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"60","#lthechat storyify has unfortunately muddled up some ans from previous week @andrewmid @chrissinerantzi @suebecks @simonrae  @S_J_Lancaster",FALSE,0,NA,2017-04-07 02:47:34,FALSE,NA,"850178207550537729",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anortcliffe",0,FALSE,FALSE,NA,NA
"61","RT @KiuSum: Unleashing your #socialmedia knowledge into your lectures @begumru #LTHEchat https://t.co/sQBsoCxIXL",FALSE,0,NA,2017-04-07 02:14:39,FALSE,NA,"850169923095670785",NA,"<a href=""https://twitter.com/"" rel=""nofollow"">Kelly_hopr1 App</a>","kelly_hopr",1,TRUE,FALSE,NA,NA
"62","@combatbb @Charlesknight @suebecks You've been quoted in my #Storify story ""#LTHEchat 81: Towards Hybrid Spaces"" https://t.co/njni5Q85vk",FALSE,0,"combatbb",2017-04-06 23:51:52,FALSE,NA,"850133988706586624","2358055304","<a href=""http://storify.com"" rel=""nofollow"">Storify</a>","LTHEchat",0,FALSE,FALSE,NA,NA
"63","@suewatling @kjhaxton @profpeterbrad You've been quoted in my #Storify story ""#LTHEchat 81: Towards Hybrid Spaces"" https://t.co/njni5Q85vk",FALSE,1,"suewatling",2017-04-06 23:51:52,FALSE,NA,"850133988698185732","14897464","<a href=""http://storify.com"" rel=""nofollow"">Storify</a>","LTHEchat",0,FALSE,FALSE,NA,NA
"64","@S_J_Lancaster @dave_thesmith You've been quoted in my #Storify story ""#LTHEchat 81: Towards Hybrid Spaces"" https://t.co/njni5Q85vk",FALSE,0,"S_J_Lancaster",2017-04-06 23:51:52,FALSE,NA,"850133988685619204","240186025","<a href=""http://storify.com"" rel=""nofollow"">Storify</a>","LTHEchat",0,FALSE,FALSE,NA,NA
"65","#LTHEchat 81: Towards Hybrid Spaces https://t.co/njni5Q85vk via @lthechat",FALSE,1,NA,2017-04-06 23:48:44,FALSE,NA,"850133201423085568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LTHEchat",0,FALSE,FALSE,NA,NA
"66","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-06 21:37:10,FALSE,NA,"850100090974941184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LTHEchat",11,TRUE,FALSE,NA,NA
"67","RT @nogbad: The latest The Nogbad News! https://t.co/cI8hX457L7 Thanks to @JackieP4MP @carrieldnn @lukeakehurst #lthechat #trumpwatch",FALSE,0,NA,2017-04-06 20:56:54,FALSE,NA,"850089955871399937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Herbiv4",1,TRUE,FALSE,NA,NA
"68","RT @EricStoller: This thread on ""Is social media a learning space?"" from the #LTHEchat is an important read: https://t.co/zMlBUPDinE",FALSE,0,NA,2017-04-06 20:27:33,FALSE,NA,"850082571383918592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SkyCaves19",11,TRUE,FALSE,NA,NA
"69","RT @eraser: navegANDO WORDS @WarwickLanguage @alacre #LTHEchat 70 Linguistic diversity in the classroom &amp; online https://t.co/Ohu4cgjXvK #e…",FALSE,0,NA,2017-04-06 20:11:37,FALSE,NA,"850078559985164291",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","JamesRoy",1,TRUE,FALSE,NA,NA
"70","The latest The Nogbad News! https://t.co/cI8hX457L7 Thanks to @JackieP4MP @carrieldnn @lukeakehurst #lthechat #trumpwatch",FALSE,1,NA,2017-04-06 20:08:42,FALSE,NA,"850077827731009536",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","nogbad",1,FALSE,FALSE,NA,NA
"71","navegANDO WORDS @WarwickLanguage @alacre #LTHEchat 70 Linguistic diversity in the classroom &amp; online https://t.co/Ohu4cgjXvK #elearning",FALSE,0,NA,2017-04-06 20:00:29,FALSE,NA,"850075759486128128",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","eraser",1,FALSE,FALSE,NA,NA
"72","Of interest for the #Mfltwitterati and #LTHEchat https://t.co/YJg96sUY2J",FALSE,2,NA,2017-04-06 19:56:33,FALSE,NA,"850074771807248384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FRosellAguilar",1,FALSE,FALSE,NA,NA
"73","The latest The uk-ict-education Daily! https://t.co/C3c53Z8NQE Thanks to @_seanc @katzy #lthechat",FALSE,0,NA,2017-04-06 19:14:59,FALSE,NA,"850064309774417921",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","kamyousaf",0,FALSE,FALSE,NA,NA
"74","@KiuSum @willhaywood @jamesclay Yes! Good WiFi is part of the suitable learning space package <ed><U+00A0><U+00BD><ed><U+00B8><U+0083> #LTHEchat",FALSE,1,"KiuSum",2017-04-06 19:09:11,FALSE,"850030866906718209","850062849212911616","246951711","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sallyburruk",0,FALSE,FALSE,NA,NA
"75","The latest The e-learning-uk Daily! https://t.co/VYxiHYyeWA Thanks to @mattsmeeth @digitalmaverick @itsafrogslife #lthechat",FALSE,0,NA,2017-04-06 18:21:54,FALSE,NA,"850050950718947332",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","kamyousaf",0,FALSE,FALSE,NA,NA
"76","@sallyburruk @willhaywood @jamesclay i see. But it all goes back to finding good suitable learning space to absorb video content #lthechat",FALSE,2,"sallyburruk",2017-04-06 17:02:06,FALSE,"850023252982366208","850030866906718209","487711948","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","KiuSum",0,FALSE,FALSE,NA,NA
"77","RT @egillaspy: Heads up to #LTHEchat #HEAchat -ters You might like this if you coach as part of your role #coachingHE #SDFcoaching https://…",FALSE,0,NA,2017-04-06 16:28:24,FALSE,NA,"850022388754501632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jackiearnold",5,TRUE,FALSE,NA,NA
"78","RT @egillaspy: Heads up to #LTHEchat #HEAchat -ters You might like this if you coach as part of your role #coachingHE #SDFcoaching https://…",FALSE,0,NA,2017-04-06 16:06:18,FALSE,NA,"850016827266801664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrRossEspinoza",5,TRUE,FALSE,NA,NA
"79","RT @egillaspy: Heads up to #LTHEchat #HEAchat -ters You might like this if you coach as part of your role #coachingHE #SDFcoaching https://…",FALSE,0,NA,2017-04-06 15:38:13,FALSE,NA,"850009758505594885",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AlastairBoot",5,TRUE,FALSE,NA,NA
"80","The latest The uk-ict-education Daily! https://t.co/C3c53Z8NQE Thanks to @susanbanister @raff31 @robertd1981 #oer17 #lthechat",FALSE,0,NA,2017-04-06 15:14:09,FALSE,NA,"850003701788016640",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","kamyousaf",0,FALSE,FALSE,NA,NA
